"timeframe","Anc2012","NumOccupiedHsgUnits","anc2012_nf","start_date","end_date","PctSameHouse5YearsAgo","PctVacantHsgUnitsForRent","PctOwnerOccupiedHsgUnits","PctVacantHUForRent_m","PctOwnerOccupiedHU_m","mprice_sf","sales_sf","MedianMrtgInc1_4m_adj","NumMrtgOrigHomePurchPerUnit","PctSubprimeConvOrigHomePur","forecl_ssl_1Kpcl_sf_condo","forecl_ssl_sf_condo","trustee_ssl_1Kpcl_sf_condo","trustee_ssl_sf_condo","PctAnnChgRMPriceSf_1yr","PctAnnChgRMPriceSf_5yr","PctAnnChgRMPriceSf_10yr","indc"
2013,"ANC 3B","X","3B","01JAN2013","31DEC2013","X","X","X","X","X",852500,50,129969,97,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2014,"ANC 3B","X","3B","01JAN2014","31DEC2014","X","X","X","X","X",910150,33,129969,97,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2015,"ANC 3B","X","3B","01JAN2015","31DEC2015","X","X","X","X","X",874500,38,129969,97,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2016,"ANC 3B","X","3B","01JAN2016","31DEC2016","X","X","X","X","X",925000,43,129969,97,0.0,0.0,0.0,0.0,0.0,".",".",".",1
1995,"ANC 3C","X","3C","01JAN1995","31DEC1995","X","X","X","X","X",399000,73,125446,59,0.0,2.8,13,0.6,3.0,".",".",".",1
1996,"ANC 3C","X","3C","01JAN1996","31DEC1996","X","X","X","X","X",386350,74,121488,90,0.0,1.1,5.0,0.2,1.0,".",".",".",1
1997,"ANC 3C","X","3C","01JAN1997","31DEC1997","X","X","X","X","X",409000,96,123192,92,0.0,1.9,9.0,0.2,1.0,".",".",".",1
1998,"ANC 3C","X","3C","01JAN1998","31DEC1998","X","X","X","X","X",472250,130,135917,88,0.0,1.5,7.0,0.2,1.0,".",".",".",1
1999,"ANC 3C","X","3C","01JAN1999","31DEC1999","X","X","X","X","X",555000,100,143042,92,0.0,1.1,5.0,0.2,1.0,".",".",".",1
2000,"ANC 3C","X","3C","01JAN2000","31DEC2000","X","X","X","X","X",577000,113,154363,81,0.0,0.9,4.0,0.2,1.0,".",".",".",1
2001,"ANC 3C","X","3C","01JAN2001","31DEC2001","X","X","X","X","X",670000,85,125705,102,0.0,1.3,6.0,0.2,1.0,".",".",".",1
2002,"ANC 3C","X","3C","01JAN2002","31DEC2002","X","X","X","X","X",799000,79,145046,97,0.0,0.0,0.0,0.2,1.0,".",".",".",1
2003,"ANC 3C","X","3C","01JAN2003","31DEC2003","X","X","X","X","X",837000,90,139125,104,0.0,0.8,4.0,0.2,1.0,".",".",".",1
2004,"ANC 3C","X","3C","01JAN2004","31DEC2004","X","X","X","X","X",995000,89,159229,101,0.0,0.8,4.0,0.2,1.0,".",".",".",1
2005,"ANC 3C","X","3C","01JAN2005","31DEC2005","X","X","X","X","X",1175000,71,159229,101,0.0,0.6,3.0,0.2,1.0,".",".",".",1
2006,"ANC 3C","X","3C","01JAN2006","31DEC2006","X","X","X","X","X",1162500,74,159229,101,0.0,0.8,4.0,0.2,1.0,".",".",".",1
2007,"ANC 3C","X","3C","01JAN2007","31DEC2007","X","X","X","X","X",1095000,64,159229,101,0.0,1.4,7.0,0.0,0.0,".",".",".",1
2008,"ANC 3C","X","3C","01JAN2008","31DEC2008","X","X","X","X","X",966250,64,159229,101,0.0,3.1,16,1.1,6.0,".",".",".",1
2009,"ANC 3C","X","3C","01JAN2009","31DEC2009","X","X","X","X","X",1095000,81,159229,101,0.0,79,413,0.8,4.0,".",".",".",1
2010,"ANC 3C","X","3C","01JAN2010","31DEC2010","X","X","X","X","X",1235000,73,159229,101,0.0,4.6,24,1.3,7.0,".",".",".",1
2011,"ANC 3C","X","3C","01JAN2011","31DEC2011","X","X","X","X","X",1137000,72,159229,101,0.0,0.0,0.0,0.4,2.0,".",".",".",1
2012,"ANC 3C","X","3C","01JAN2012","31DEC2012","X","X","X","X","X",1231350,74,159229,101,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2013,"ANC 3C","X","3C","01JAN2013","31DEC2013","X","X","X","X","X",1340425,68,159229,101,0.0,0.2,1.0,0.0,0.0,".",".",".",1
2014,"ANC 3C","X","3C","01JAN2014","31DEC2014","X","X","X","X","X",1360000,64,159229,101,0.0,0.2,1.0,0.0,0.0,".",".",".",1
2015,"ANC 3C","X","3C","01JAN2015","31DEC2015","X","X","X","X","X",1350250,77,159229,101,0.0,0.2,1.0,0.0,0.0,".",".",".",1
2016,"ANC 3C","X","3C","01JAN2016","31DEC2016","X","X","X","X","X",1437500,78,159229,101,0.0,0.2,1.0,0.0,0.0,".",".",".",1
1995,"ANC 3D","X","3D","01JAN1995","31DEC1995","X","X","X","X","X",375000,144,176475,61,0.0,3.8,24,0.6,4.0,".",".",".",1
1996,"ANC 3D","X","3D","01JAN1996","31DEC1996","X","X","X","X","X",362500,187,178507,84,0.0,2.7,17,0.2,1.0,".",".",".",1
1997,"ANC 3D","X","3D","01JAN1997","31DEC1997","X","X","X","X","X",406277,235,176297,95,0.0,3.2,20,0.3,2.0,".",".",".",1
1998,"ANC 3D","X","3D","01JAN1998","31DEC1998","X","X","X","X","X",407000,264,188392,88,0.0,3.3,21,0.5,3.0,".",".",".",1
1999,"ANC 3D","X","3D","01JAN1999","31DEC1999","X","X","X","X","X",463325,278,207649,84,0.0,2.1,13,0.2,1.0,".",".",".",1
2000,"ANC 3D","X","3D","01JAN2000","31DEC2000","X","X","X","X","X",500000,182,190802,86,0.0,1.0,6.0,0.3,2.0,".",".",".",1
2001,"ANC 3D","X","3D","01JAN2001","31DEC2001","X","X","X","X","X",610000,209,180761,85,0.0,1.1,7.0,0.0,0.0,".",".",".",1
2002,"ANC 3D","X","3D","01JAN2002","31DEC2002","X","X","X","X","X",732500,218,198460,90,0.0,1.6,10,0.0,0.0,".",".",".",1
2003,"ANC 3D","X","3D","01JAN2003","31DEC2003","X","X","X","X","X",765500,224,202156,94,0.0,1.9,12,0.0,0.0,".",".",".",1
2004,"ANC 3D","X","3D","01JAN2004","31DEC2004","X","X","X","X","X",825000,200,233730,77,0.0,2.0,13,0.3,2.0,".",".",".",1
2005,"ANC 3D","X","3D","01JAN2005","31DEC2005","X","X","X","X","X",937500,202,233730,77,0.0,1.6,10,0.3,2.0,".",".",".",1
2006,"ANC 3D","X","3D","01JAN2006","31DEC2006","X","X","X","X","X",965000,146,233730,77,0.0,2.4,15,0.2,1.0,".",".",".",1
2007,"ANC 3D","X","3D","01JAN2007","31DEC2007","X","X","X","X","X",1070000,157,233730,77,0.0,3.1,20,0.8,5.0,".",".",".",1
2008,"ANC 3D","X","3D","01JAN2008","31DEC2008","X","X","X","X","X",1100000,110,233730,77,0.0,2.8,18,0.5,3.0,".",".",".",1
2009,"ANC 3D","X","3D","01JAN2009","31DEC2009","X","X","X","X","X",1027000,128,233730,77,0.0,5.7,37,1.2,8.0,".",".",".",1
2010,"ANC 3D","X","3D","01JAN2010","31DEC2010","X","X","X","X","X",1156500,145,233730,77,0.0,5.9,38,1.1,7.0,".",".",".",1
2011,"ANC 3D","X","3D","01JAN2011","31DEC2011","X","X","X","X","X",1020000,175,233730,77,0.0,0.3,2.0,0.5,3.0,".",".",".",1
2012,"ANC 3D","X","3D","01JAN2012","31DEC2012","X","X","X","X","X",1044688,192,233730,77,0.0,0.0,0.0,0.3,2.0,".",".",".",1
2013,"ANC 3D","X","3D","01JAN2013","31DEC2013","X","X","X","X","X",1082145,201,233730,77,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2014,"ANC 3D","X","3D","01JAN2014","31DEC2014","X","X","X","X","X",1167500,180,233730,77,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2015,"ANC 3D","X","3D","01JAN2015","31DEC2015","X","X","X","X","X",1090000,193,233730,77,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2016,"ANC 3D","X","3D","01JAN2016","31DEC2016","X","X","X","X","X",1235000,162,233730,77,0.0,0.0,0.0,0.0,0.0,".",".",".",1
1995,"ANC 3E","X","3E","01JAN1995","31DEC1995","X","X","X","X","X",294000,144,136809,66,0.0,1.5,5.0,0.0,0.0,".",".",".",1
1996,"ANC 3E","X","3E","01JAN1996","31DEC1996","X","X","X","X","X",288000,132,142374,91,0.0,1.5,5.0,0.3,1.0,".",".",".",1
1997,"ANC 3E","X","3E","01JAN1997","31DEC1997","X","X","X","X","X",289500,158,161859,85,0.0,1.5,5.0,0.3,1.0,".",".",".",1
1998,"ANC 3E","X","3E","01JAN1998","31DEC1998","X","X","X","X","X",319000,211,175049,72,0.0,2.1,7.0,0.9,3.0,".",".",".",1
1999,"ANC 3E","X","3E","01JAN1999","31DEC1999","X","X","X","X","X",370000,207,157575,76,0.0,0.9,3.0,0.3,1.0,".",".",".",1
2000,"ANC 3E","X","3E","01JAN2000","31DEC2000","X","X","X","X","X",430000,142,175371,72,0.0,1.5,5.0,0.6,2.0,".",".",".",1
2001,"ANC 3E","X","3E","01JAN2001","31DEC2001","X","X","X","X","X",460000,134,165238,66,0.0,0.6,2.0,0.0,0.0,".",".",".",1
2002,"ANC 3E","X","3E","01JAN2002","31DEC2002","X","X","X","X","X",545000,152,188851,70,0.0,0.9,3.0,0.0,0.0,".",".",".",1
2003,"ANC 3E","X","3E","01JAN2003","31DEC2003","X","X","X","X","X",609500,164,167101,106,0.0,0.9,3.0,0.0,0.0,".",".",".",1
2004,"ANC 3E","X","3E","01JAN2004","31DEC2004","X","X","X","X","X",717000,144,181291,64,0.0,1.5,5.0,0.3,1.0,".",".",".",1
2005,"ANC 3E","X","3E","01JAN2005","31DEC2005","X","X","X","X","X",801000,136,181291,64,0.0,1.4,5.0,0.6,2.0,".",".",".",1
2006,"ANC 3E","X","3E","01JAN2006","31DEC2006","X","X","X","X","X",790000,101,181291,64,0.0,0.6,2.0,0.6,2.0,".",".",".",1
2007,"ANC 3E","X","3E","01JAN2007","31DEC2007","X","X","X","X","X",838250,136,181291,64,0.0,1.6,6.0,0.8,3.0,".",".",".",1
2008,"ANC 3E","X","3E","01JAN2008","31DEC2008","X","X","X","X","X",816000,133,181291,64,0.0,3.3,12,0.8,3.0,".",".",".",1
2009,"ANC 3E","X","3E","01JAN2009","31DEC2009","X","X","X","X","X",775000,107,181291,64,0.0,4.6,17,1.4,5.0,".",".",".",1
2010,"ANC 3E","X","3E","01JAN2010","31DEC2010","X","X","X","X","X",786510,122,181291,64,0.0,4.4,16,1.1,4.0,".",".",".",1
2011,"ANC 3E","X","3E","01JAN2011","31DEC2011","X","X","X","X","X",835000,114,181291,64,0.0,0.0,0.0,0.3,1.0,".",".",".",1
2012,"ANC 3E","X","3E","01JAN2012","31DEC2012","X","X","X","X","X",857500,111,181291,64,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2013,"ANC 3E","X","3E","01JAN2013","31DEC2013","X","X","X","X","X",885000,104,181291,64,0.0,0.0,0.0,0.3,1.0,".",".",".",1
2014,"ANC 3E","X","3E","01JAN2014","31DEC2014","X","X","X","X","X",946000,96,181291,64,0.0,0.0,0.0,0.3,1.0,".",".",".",1
2015,"ANC 3E","X","3E","01JAN2015","31DEC2015","X","X","X","X","X",1026000,119,181291,64,0.0,0.0,0.0,0.3,1.0,".",".",".",1
2016,"ANC 3E","X","3E","01JAN2016","31DEC2016","X","X","X","X","X",1041500,92,181291,64,0.0,0.0,0.0,0.3,1.0,".",".",".",1
1995,"ANC 3F","X","3F","01JAN1995","31DEC1995","X","X","X","X","X",317000,71,126655,61,0.0,3.3,11,0.6,2.0,".",".",".",1
1996,"ANC 3F","X","3F","01JAN1996","31DEC1996","X","X","X","X","X",285750,56,124800,91,0.0,2.1,7.0,0.9,3.0,".",".",".",1
1997,"ANC 3F","X","3F","01JAN1997","31DEC1997","X","X","X","X","X",329500,78,133145,89,0.0,2.4,8.0,0.0,0.0,".",".",".",1
1998,"ANC 3F","X","3F","01JAN1998","31DEC1998","X","X","X","X","X",345000,101,142764,90,0.0,2.7,9.0,0.0,0.0,".",".",".",1
1999,"ANC 3F","X","3F","01JAN1999","31DEC1999","X","X","X","X","X",422500,72,154197,95,0.0,1.8,6.0,0.3,1.0,".",".",".",1
2000,"ANC 3F","X","3F","01JAN2000","31DEC2000","X","X","X","X","X",450000,75,145147,83,0.0,1.8,6.0,0.3,1.0,".",".",".",1
2001,"ANC 3F","X","3F","01JAN2001","31DEC2001","X","X","X","X","X",565225,68,149435,92,0.0,1.8,6.0,0.6,2.0,".",".",".",1
2002,"ANC 3F","X","3F","01JAN2002","31DEC2002","X","X","X","X","X",607800,66,162017,90,0.0,2.3,8.0,0.0,0.0,".",".",".",1
2003,"ANC 3F","X","3F","01JAN2003","31DEC2003","X","X","X","X","X",726500,82,162174,98,0.0,2.3,8.0,0.3,1.0,".",".",".",1
2004,"ANC 3F","X","3F","01JAN2004","31DEC2004","X","X","X","X","X",750000,73,152686,70,0.0,0.9,3.0,0.0,0.0,".",".",".",1
2005,"ANC 3F","X","3F","01JAN2005","31DEC2005","X","X","X","X","X",830000,59,152686,70,0.0,2.2,8.0,0.0,0.0,".",".",".",1
2006,"ANC 3F","X","3F","01JAN2006","31DEC2006","X","X","X","X","X",879500,52,152686,70,0.0,1.1,4.0,0.6,2.0,".",".",".",1
2007,"ANC 3F","X","3F","01JAN2007","31DEC2007","X","X","X","X","X",857000,57,152686,70,0.0,2.5,9.0,0.3,1.0,".",".",".",1
2008,"ANC 3F","X","3F","01JAN2008","31DEC2008","X","X","X","X","X",910000,41,152686,70,0.0,3.9,14,1.1,4.0,".",".",".",1
2009,"ANC 3F","X","3F","01JAN2009","31DEC2009","X","X","X","X","X",867500,42,152686,70,0.0,5.3,19,1.1,4.0,".",".",".",1
2010,"ANC 3F","X","3F","01JAN2010","31DEC2010","X","X","X","X","X",864000,46,152686,70,0.0,5.3,19,0.3,1.0,".",".",".",1
2011,"ANC 3F","X","3F","01JAN2011","31DEC2011","X","X","X","X","X",855000,57,152686,70,0.0,0.0,0.0,0.3,1.0,".",".",".",1
2012,"ANC 3F","X","3F","01JAN2012","31DEC2012","X","X","X","X","X",870000,65,152686,70,0.0,0.8,3.0,0.0,0.0,".",".",".",1
2013,"ANC 3F","X","3F","01JAN2013","31DEC2013","X","X","X","X","X",1010750,62,152686,70,0.0,0.0,0.0,0.3,1.0,".",".",".",1
2014,"ANC 3F","X","3F","01JAN2014","31DEC2014","X","X","X","X","X",970000,41,152686,70,0.0,0.0,0.0,0.3,1.0,".",".",".",1
2015,"ANC 3F","X","3F","01JAN2015","31DEC2015","X","X","X","X","X",1110000,45,152686,70,0.0,0.0,0.0,0.3,1.0,".",".",".",1
2016,"ANC 3F","X","3F","01JAN2016","31DEC2016","X","X","X","X","X",1140000,49,152686,70,0.0,0.0,0.0,0.3,1.0,".",".",".",1
1995,"ANC 3G","X","3G","01JAN1995","31DEC1995","X","X","X","X","X",290000,157,143677,82,0.0,1.9,9.0,0.4,2.0,".",".",".",1
1996,"ANC 3G","X","3G","01JAN1996","31DEC1996","X","X","X","X","X",295000,170,152040,91,0.0,2.6,12,0.6,3.0,".",".",".",1
1997,"ANC 3G","X","3G","01JAN1997","31DEC1997","X","X","X","X","X",315000,208,156453,91,0.0,2.8,13,0.4,2.0,".",".",".",1
1998,"ANC 3G","X","3G","01JAN1998","31DEC1998","X","X","X","X","X",329500,275,170668,62,0.0,2.6,12,0.2,1.0,".",".",".",1
1999,"ANC 3G","X","3G","01JAN1999","31DEC1999","X","X","X","X","X",370598,257,184509,76,0.0,1.5,7.0,0.4,2.0,".",".",".",1
2000,"ANC 3G","X","3G","01JAN2000","31DEC2000","X","X","X","X","X",416000,140,181439,69,0.0,1.3,6.0,0.0,0.0,".",".",".",1
2001,"ANC 3G","X","3G","01JAN2001","31DEC2001","X","X","X","X","X",487000,161,179005,65,0.0,0.6,3.0,0.0,0.0,".",".",".",1
2002,"ANC 3G","X","3G","01JAN2002","31DEC2002","X","X","X","X","X",555000,189,186156,54,0.0,1.5,7.0,0.0,0.0,".",".",".",1
2003,"ANC 3G","X","3G","01JAN2003","31DEC2003","X","X","X","X","X",650000,200,201490,55,0.0,1.9,9.0,0.2,1.0,".",".",".",1
2004,"ANC 3G","X","3G","01JAN2004","31DEC2004","X","X","X","X","X",727000,158,206964,58,0.0,2.1,10,0.0,0.0,".",".",".",1
2005,"ANC 3G","X","3G","01JAN2005","31DEC2005","X","X","X","X","X",800000,163,206964,58,0.0,1.7,8.0,0.2,1.0,".",".",".",1
2006,"ANC 3G","X","3G","01JAN2006","31DEC2006","X","X","X","X","X",835500,150,206964,58,0.0,0.6,3.0,0.2,1.0,".",".",".",1
2007,"ANC 3G","X","3G","01JAN2007","31DEC2007","X","X","X","X","X",859000,169,206964,58,0.0,1.5,7.0,0.2,1.0,".",".",".",1
2008,"ANC 3G","X","3G","01JAN2008","31DEC2008","X","X","X","X","X",870000,127,206964,58,0.0,3.4,16,0.6,3.0,".",".",".",1
2009,"ANC 3G","X","3G","01JAN2009","31DEC2009","X","X","X","X","X",810000,137,206964,58,0.0,5.6,26,1.7,8.0,".",".",".",1
2010,"ANC 3G","X","3G","01JAN2010","31DEC2010","X","X","X","X","X",831500,150,206964,58,0.0,4.1,19,0.4,2.0,".",".",".",1
2011,"ANC 3G","X","3G","01JAN2011","31DEC2011","X","X","X","X","X",824500,125,206964,58,0.0,0.0,0.0,0.2,1.0,".",".",".",1
2012,"ANC 3G","X","3G","01JAN2012","31DEC2012","X","X","X","X","X",855000,155,206964,58,0.0,0.0,0.0,0.2,1.0,".",".",".",1
2013,"ANC 3G","X","3G","01JAN2013","31DEC2013","X","X","X","X","X",885000,160,206964,58,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2014,"ANC 3G","X","3G","01JAN2014","31DEC2014","X","X","X","X","X",947500,132,206964,58,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2015,"ANC 3G","X","3G","01JAN2015","31DEC2015","X","X","X","X","X",965000,148,206964,58,0.0,0.0,0.0,0.0,0.0,".",".",".",1
2016,"ANC 3G","X","3G","01JAN2016","31DEC2016","X","X","X","X","X",975000,156,206964,58,0.0,0.0,0.0,0.0,0.0,".",".",".",1
1995,"ANC 4A","X","4A","01JAN1995","31DEC1995","X","X","X","X","X",225000,113,119033,36,0.0,5.9,21,1.7,6.0,".",".",".",1
1996,"ANC 4A","X","4A","01JAN1996","31DEC1996","X","X","X","X","X",236500,99,100029,50,0.1,9.3,33,1.1,4.0,".",".",".",1
1997,"ANC 4A","X","4A","01JAN1997","31DEC1997","X","X","X","X","X",225000,127,125373,45,0.1,14,50,4.5,16,".",".",".",1
1998,"ANC 4A","X","4A","01JAN1998","31DEC1998","X","X","X","X","X",235000,170,118436,49,0.1,13,47,2.8,10,".",".",".",1
1999,"ANC 4A","X","4A","01JAN1999","31DEC1999","X","X","X","X","X",275000,142,127694,43,0.0,14,49,3.1,11,".",".",".",1
2000,"ANC 4A","X","4A","01JAN2000","31DEC2000","X","X","X","X","X",305000,127,121410,54,0.0,8.7,31,2.2,8.0,".",".",".",1
2001,"ANC 4A","X","4A","01JAN2001","31DEC2001","X","X","X","X","X",370500,113,127134,51,0.1,9.3,33,1.1,4.0,".",".",".",1
2002,"ANC 4A","X","4A","01JAN2002","31DEC2002","X","X","X","X","X",430500,128,150141,53,0.1,9.0,32,0.0,0.0,".",".",".",1
2003,"ANC 4A","X","4A","01JAN2003","31DEC2003","X","X","X","X","X",477650,136,162957,51,0.1,8.9,32,0.3,1.0,".",".",".",1
2004,"ANC 4A","X","4A","01JAN2004","31DEC2004","X","X","X","X","X",582500,136,164129,51,0.1,6.7,24,0.8,3.0,".",".",".",1
2005,"ANC 4A","X","4A","01JAN2005","31DEC2005","X","X","X","X","X",698000,121,164129,51,0.1,5.7,21,0.0,0.0,".",".",".",1
2006,"ANC 4A","X","4A","01JAN2006","31DEC2006","X","X","X","X","X",678750,102,164129,51,0.1,7.1,26,0.5,2.0,".",".",".",1
2007,"ANC 4A","X","4A","01JAN2007","31DEC2007","X","X","X","X","X",689000,81,164129,51,0.1,8.4,31,1.6,6.0,".",".",".",1
2008,"ANC 4A","X","4A","01JAN2008","31DEC2008","X","X","X","X","X",669500,56,164129,51,0.1,19,71,3.0,11,".",".",".",1
2009,"ANC 4A","X","4A","01JAN2009","31DEC2009","X","X","X","X","X",649500,56,164129,51,0.1,21,76,3.3,12,".",".",".",1
2010,"ANC 4A","X","4A","01JAN2010","31DEC2010","X","X","X","X","X",640000,59,164129,51,0.1,18,67,4.1,15,".",".",".",1
2011,"ANC 4A","X","4A","01JAN2011","31DEC2011","X","X","X","X","X",632500,79,164129,51,0.1,0.0,0.0,0.8,3.0,".",".",".",1
2012,"ANC 4A","X","4A","01JAN2012","31DEC2012","X","X","X","X","X",696350,101,164129,51,0.1,0.3,1.0,0.0,0.0,".",".",".",1
2013,"ANC 4A","X","4A","01JAN2013","31DEC2013","X","X","X","X","X",719500,106,164129,51,0.1,0.0,0.0,0.0,0.0,".",".",".",1
2014,"ANC 4A","X","4A","01JAN2014","31DEC2014","X","X","X","X","X",721000,102,164129,51,0.1,0.0,0.0,0.0,0.0,".",".",".",1
2015,"ANC 4A","X","4A","01JAN2015","31DEC2015","X","X","X","X","X",810000,101,164129,51,0.1,0.0,0.0,0.0,0.0,".",".",".",1
2016,"ANC 4A","X","4A","01JAN2016","31DEC2016","X","X","X","X","X",775500,108,164129,51,0.1,0.0,0.0,0.0,0.0,".",".",".",1
1995,"ANC 4B","X","4B","01JAN1995","31DEC1995","X","X","X","X","X",115000,158,58967,20,0.0,7.0,42,1.7,10,".",".",".",1
1996,"ANC 4B","X","4B","01JAN1996","31DEC1996","X","X","X","X","X",117900,157,61454,31,0.1,8.3,50,1.8,11,".",".",".",1
1997,"ANC 4B","X","4B","01JAN1997","31DEC1997","X","X","X","X","X",120000,180,61457,39,0.1,18,111,4.7,28,".",".",".",1
1998,"ANC 4B","X","4B","01JAN1998","31DEC1998","X","X","X","X","X",121000,233,72297,39,0.1,17,103,5.5,33,".",".",".",1
1999,"ANC 4B","X","4B","01JAN1999","31DEC1999","X","X","X","X","X",125000,243,74615,42,0.0,18,109,6.8,41,".",".",".",1
2000,"ANC 4B","X","4B","01JAN2000","31DEC2000","X","X","X","X","X",140000,194,76478,44,0.0,14,84,3.7,22,".",".",".",1
2001,"ANC 4B","X","4B","01JAN2001","31DEC2001","X","X","X","X","X",158950,184,80046,38,0.1,14,87,6.0,36,".",".",".",1
2002,"ANC 4B","X","4B","01JAN2002","31DEC2002","X","X","X","X","X",185000,219,87148,55,0.1,15,92,2.3,14,".",".",".",1
2003,"ANC 4B","X","4B","01JAN2003","31DEC2003","X","X","X","X","X",230500,190,103663,72,0.2,15,88,1.0,6.0,".",".",".",1
2004,"ANC 4B","X","4B","01JAN2004","31DEC2004","X","X","X","X","X",285000,255,106455,67,0.2,9.3,56,0.5,3.0,".",".",".",1
2005,"ANC 4B","X","4B","01JAN2005","31DEC2005","X","X","X","X","X",364250,228,106455,67,0.2,9.0,55,0.3,2.0,".",".",".",1
2006,"ANC 4B","X","4B","01JAN2006","31DEC2006","X","X","X","X","X",396000,219,106455,67,0.2,9.0,56,0.6,4.0,".",".",".",1
2007,"ANC 4B","X","4B","01JAN2007","31DEC2007","X","X","X","X","X",390000,143,106455,67,0.2,15,91,3.4,21,".",".",".",1
2008,"ANC 4B","X","4B","01JAN2008","31DEC2008","X","X","X","X","X",369900,97,106455,67,0.2,27,165,8.1,50,".",".",".",1
2009,"ANC 4B","X","4B","01JAN2009","31DEC2009","X","X","X","X","X",357500,94,106455,67,0.2,37,234,10,64,".",".",".",1
2010,"ANC 4B","X","4B","01JAN2010","31DEC2010","X","X","X","X","X",309000,95,106455,67,0.2,33,209,8.6,54,".",".",".",1
2011,"ANC 4B","X","4B","01JAN2011","31DEC2011","X","X","X","X","X",335000,122,106455,67,0.2,0.2,1.0,2.5,16,".",".",".",1
2012,"ANC 4B","X","4B","01JAN2012","31DEC2012","X","X","X","X","X",355000,159,106455,67,0.2,0.2,1.0,0.3,2.0,".",".",".",1
2013,"ANC 4B","X","4B","01JAN2013","31DEC2013","X","X","X","X","X",411000,220,106455,67,0.2,0.6,4.0,0.2,1.0,".",".",".",1
2014,"ANC 4B","X","4B","01JAN2014","31DEC2014","X","X","X","X","X",480000,200,106455,67,0.2,0.6,4.0,0.2,1.0,".",".",".",1
2015,"ANC 4B","X","4B","01JAN2015","31DEC2015","X","X","X","X","X",490000,239,106455,67,0.2,0.6,4.0,0.2,1.0,".",".",".",1
2016,"ANC 4B","X","4B","01JAN2016","31DEC2016","X","X","X","X","X",500000,211,106455,67,0.2,0.6,4.0,0.2,1.0,".",".",".",1
1995,"ANC 4C","X","4C","01JAN1995","31DEC1995","X","X","X","X","X",115450,166,63853,31,0.1,17,75,5.7,26,".",".",".",1
1996,"ANC 4C","X","4C","01JAN1996","31DEC1996","X","X","X","X","X",110000,167,63763,38,0.1,18,83,5.1,23,".",".",".",1
1997,"ANC 4C","X","4C","01JAN1997","31DEC1997","X","X","X","X","X",116415,196,64670,46,0.1,29,130,8.2,37,".",".",".",1
1998,"ANC 4C","X","4C","01JAN1998","31DEC1998","X","X","X","X","X",113500,270,70992,49,0.1,27,124,11,51,".",".",".",1
1999,"ANC 4C","X","4C","01JAN1999","31DEC1999","X","X","X","X","X",129000,257,81305,47,0.0,22,101,13,58,".",".",".",1
2000,"ANC 4C","X","4C","01JAN2000","31DEC2000","X","X","X","X","X",139995,194,89338,48,0.0,21,97,8.2,37,".",".",".",1
2001,"ANC 4C","X","4C","01JAN2001","31DEC2001","X","X","X","X","X",160000,202,106217,58,0.0,16,74,2.9,13,".",".",".",1
2002,"ANC 4C","X","4C","01JAN2002","31DEC2002","X","X","X","X","X",207000,194,103089,80,0.1,21,94,4.2,19,".",".",".",1
2003,"ANC 4C","X","4C","01JAN2003","31DEC2003","X","X","X","X","X",265000,182,127888,90,0.2,19,86,0.2,1.0,".",".",".",1
2004,"ANC 4C","X","4C","01JAN2004","31DEC2004","X","X","X","X","X",339450,274,124467,79,0.1,13,59,0.0,0.0,".",".",".",1
2005,"ANC 4C","X","4C","01JAN2005","31DEC2005","X","X","X","X","X",435000,237,124467,79,0.1,9.4,43,0.7,3.0,".",".",".",1
2006,"ANC 4C","X","4C","01JAN2006","31DEC2006","X","X","X","X","X",465450,162,124467,79,0.1,13,60,1.1,5.0,".",".",".",1
2007,"ANC 4C","X","4C","01JAN2007","31DEC2007","X","X","X","X","X",462450,140,124467,79,0.1,18,85,3.9,18,".",".",".",1
2008,"ANC 4C","X","4C","01JAN2008","31DEC2008","X","X","X","X","X",449000,81,124467,79,0.1,38,176,12,55,".",".",".",1
2009,"ANC 4C","X","4C","01JAN2009","31DEC2009","X","X","X","X","X",440500,106,124467,79,0.1,43,204,11,53,".",".",".",1
2010,"ANC 4C","X","4C","01JAN2010","31DEC2010","X","X","X","X","X",465000,119,124467,79,0.1,32,156,10,50,".",".",".",1
2011,"ANC 4C","X","4C","01JAN2011","31DEC2011","X","X","X","X","X",460000,132,124467,79,0.1,25,122,2.9,14,".",".",".",1
2012,"ANC 4C","X","4C","01JAN2012","31DEC2012","X","X","X","X","X",499950,164,124467,79,0.1,0.6,3.0,0.2,1.0,".",".",".",1
2013,"ANC 4C","X","4C","01JAN2013","31DEC2013","X","X","X","X","X",592000,196,124467,79,0.1,0.6,3.0,0.0,0.0,".",".",".",1
2014,"ANC 4C","X","4C","01JAN2014","31DEC2014","X","X","X","X","X",680750,146,124467,79,0.1,0.6,3.0,0.0,0.0,".",".",".",1
2015,"ANC 4C","X","4C","01JAN2015","31DEC2015","X","X","X","X","X",700000,139,124467,79,0.1,0.6,3.0,0.0,0.0,".",".",".",1
