"timeframe","Anc2012","anc2012_nf","start_date","end_date","PctPoorPersons","PctPoorChildren","PctPoorElderly","AvgFamilyIncAdj","PctPoorPersons_m","PctPoorChildren_m","PctPoorElderly_m","AvgFamilyIncAdj_m","PctChgAvgFamilyIncAdj","Tanf_client","Fs_client"
2008,"ANC 4D","4D","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",892,2073
2009,"ANC 4D","4D","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",1004,2622
2010,"ANC 4D","4D","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",1108,3221
2011,"ANC 4D","4D","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",1205,3746
2012,"ANC 4D","4D","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",1270,3983
2013,"ANC 4D","4D","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",1227,4010
2014,"ANC 4D","4D","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",1076,3722
2015,"ANC 4D","4D","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",966,3755
2000,"ANC 5A","5A","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",490,859
2001,"ANC 5A","5A","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",496,781
2002,"ANC 5A","5A","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",495,799
2003,"ANC 5A","5A","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",553,977
2004,"ANC 5A","5A","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",567,1136
2005,"ANC 5A","5A","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",581,1255
2006,"ANC 5A","5A","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",507,1205
2007,"ANC 5A","5A","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",537,1307
2008,"ANC 5A","5A","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",617,1469
2009,"ANC 5A","5A","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",648,1719
2010,"ANC 5A","5A","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",702,2100
2011,"ANC 5A","5A","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",789,2589
2012,"ANC 5A","5A","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",764,2764
2013,"ANC 5A","5A","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",716,2791
2014,"ANC 5A","5A","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",728,2701
2015,"ANC 5A","5A","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",711,2885
2000,"ANC 5B","5B","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",331,551
2001,"ANC 5B","5B","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",357,552
2002,"ANC 5B","5B","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",400,623
2003,"ANC 5B","5B","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",384,741
2004,"ANC 5B","5B","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",387,797
2005,"ANC 5B","5B","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",442,898
2006,"ANC 5B","5B","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",441,928
2007,"ANC 5B","5B","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",379,885
2008,"ANC 5B","5B","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",355,929
2009,"ANC 5B","5B","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",402,1162
2010,"ANC 5B","5B","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",447,1338
2011,"ANC 5B","5B","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",493,1615
2012,"ANC 5B","5B","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",481,1687
2013,"ANC 5B","5B","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",441,1648
2014,"ANC 5B","5B","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",389,1523
2015,"ANC 5B","5B","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",360,1515
2000,"ANC 5C","5C","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",1104,1964
2001,"ANC 5C","5C","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",1133,1898
2002,"ANC 5C","5C","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",1226,2035
2003,"ANC 5C","5C","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",1252,2341
2004,"ANC 5C","5C","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",1465,2679
2005,"ANC 5C","5C","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",1522,2813
2006,"ANC 5C","5C","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",1428,2732
2007,"ANC 5C","5C","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",1298,2683
2008,"ANC 5C","5C","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",1292,2938
2009,"ANC 5C","5C","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",1329,3386
2010,"ANC 5C","5C","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",1374,3698
2011,"ANC 5C","5C","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",1424,4299
2012,"ANC 5C","5C","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",1529,4738
2013,"ANC 5C","5C","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",1535,4823
2014,"ANC 5C","5C","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",1547,4610
2015,"ANC 5C","5C","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",1495,4616
2000,"ANC 5D","5D","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",2139,3505
2001,"ANC 5D","5D","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",2123,3569
2002,"ANC 5D","5D","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",2188,3733
2003,"ANC 5D","5D","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",2372,4352
2004,"ANC 5D","5D","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",2811,5106
2005,"ANC 5D","5D","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",2674,5246
2006,"ANC 5D","5D","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",2499,4985
2007,"ANC 5D","5D","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",2229,4831
2008,"ANC 5D","5D","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",2350,5275
2009,"ANC 5D","5D","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",2367,5971
2010,"ANC 5D","5D","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",2219,6470
2011,"ANC 5D","5D","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",2296,7027
2012,"ANC 5D","5D","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",2314,7194
2013,"ANC 5D","5D","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",2252,7268
2014,"ANC 5D","5D","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",2099,6682
2015,"ANC 5D","5D","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",1963,6311
2000,"ANC 5E","5E","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",1989,3469
2001,"ANC 5E","5E","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",1799,3303
2002,"ANC 5E","5E","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",1806,3293
2003,"ANC 5E","5E","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",1755,3616
2004,"ANC 5E","5E","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",1879,3927
2005,"ANC 5E","5E","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",1814,3924
2006,"ANC 5E","5E","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",1619,3596
2007,"ANC 5E","5E","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",1480,3516
2008,"ANC 5E","5E","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",1475,3606
2009,"ANC 5E","5E","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",1538,4170
2010,"ANC 5E","5E","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",1513,4467
2011,"ANC 5E","5E","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",1600,5098
2012,"ANC 5E","5E","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",1494,5059
2013,"ANC 5E","5E","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",1387,4973
2014,"ANC 5E","5E","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",1295,4584
2015,"ANC 5E","5E","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",1168,4376
2000,"ANC 6A","6A","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",1382,2843
2001,"ANC 6A","6A","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",1403,2645
2002,"ANC 6A","6A","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",1435,2621
2003,"ANC 6A","6A","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",1503,2807
2004,"ANC 6A","6A","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",1511,2868
2005,"ANC 6A","6A","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",1492,2895
2006,"ANC 6A","6A","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",1349,2691
2007,"ANC 6A","6A","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",1177,2530
2008,"ANC 6A","6A","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",1059,2533
2009,"ANC 6A","6A","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",1061,2704
2010,"ANC 6A","6A","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",1083,2984
2011,"ANC 6A","6A","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",1107,3216
2012,"ANC 6A","6A","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",1059,3167
2013,"ANC 6A","6A","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",956,3077
2014,"ANC 6A","6A","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",921,2845
2015,"ANC 6A","6A","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",763,2663
2000,"ANC 6B","6B","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",1170,2524
2001,"ANC 6B","6B","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",1232,2182
2002,"ANC 6B","6B","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",1090,1974
2003,"ANC 6B","6B","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",1045,1914
2004,"ANC 6B","6B","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",1122,1954
2005,"ANC 6B","6B","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",1061,1853
2006,"ANC 6B","6B","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",899,1821
2007,"ANC 6B","6B","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",848,1770
2008,"ANC 6B","6B","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",822,1818
2009,"ANC 6B","6B","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",826,1909
2010,"ANC 6B","6B","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",808,2105
2011,"ANC 6B","6B","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",804,2337
2012,"ANC 6B","6B","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",832,2345
2013,"ANC 6B","6B","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",784,2377
2014,"ANC 6B","6B","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",762,2245
2015,"ANC 6B","6B","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",668,2117
2000,"ANC 6C","6C","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",676,1775
2001,"ANC 6C","6C","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",636,1642
2002,"ANC 6C","6C","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",664,2186
2003,"ANC 6C","6C","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",660,3057
2004,"ANC 6C","6C","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",669,3802
2005,"ANC 6C","6C","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",587,3825
2006,"ANC 6C","6C","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",472,3440
2007,"ANC 6C","6C","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",353,3302
2008,"ANC 6C","6C","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",302,3545
2009,"ANC 6C","6C","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",373,4248
2010,"ANC 6C","6C","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",397,4633
2011,"ANC 6C","6C","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",393,4821
2012,"ANC 6C","6C","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",416,4783
2013,"ANC 6C","6C","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",409,4719
2014,"ANC 6C","6C","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",440,4250
2015,"ANC 6C","6C","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",399,4029
2000,"ANC 6D","6D","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",1416,2473
2001,"ANC 6D","6D","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",1365,2421
2002,"ANC 6D","6D","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",1274,2432
2003,"ANC 6D","6D","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",1337,2620
2004,"ANC 6D","6D","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",1298,2558
2005,"ANC 6D","6D","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",1122,2229
2006,"ANC 6D","6D","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",1006,2062
2007,"ANC 6D","6D","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",907,1941
2008,"ANC 6D","6D","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",934,2113
2009,"ANC 6D","6D","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",979,2301
2010,"ANC 6D","6D","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",1035,2619
2011,"ANC 6D","6D","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",1015,2840
2012,"ANC 6D","6D","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",1009,2971
2013,"ANC 6D","6D","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",1053,3038
2014,"ANC 6D","6D","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",1013,2976
2015,"ANC 6D","6D","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",900,2924
2000,"ANC 6E","6E","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",1569,3021
2001,"ANC 6E","6E","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",1689,3010
2002,"ANC 6E","6E","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",1765,3154
2003,"ANC 6E","6E","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",1876,3447
2004,"ANC 6E","6E","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",1924,3463
2005,"ANC 6E","6E","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",1938,3512
2006,"ANC 6E","6E","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",1728,3451
2007,"ANC 6E","6E","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",1647,3375
2008,"ANC 6E","6E","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",1369,3048
2009,"ANC 6E","6E","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",1203,3033
2010,"ANC 6E","6E","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",1197,3405
2011,"ANC 6E","6E","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",1200,3736
2012,"ANC 6E","6E","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",1190,3858
2013,"ANC 6E","6E","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",1128,3823
2014,"ANC 6E","6E","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",1069,3565
2015,"ANC 6E","6E","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",967,3544
2000,"ANC 7B","7B","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",997,1779
2001,"ANC 7B","7B","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",1057,1716
2002,"ANC 7B","7B","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",1157,1918
2003,"ANC 7B","7B","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",1067,2062
2004,"ANC 7B","7B","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",1085,2224
2005,"ANC 7B","7B","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",1138,2360
2006,"ANC 7B","7B","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",1146,2410
2007,"ANC 7B","7B","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",1123,2437
2008,"ANC 7B","7B","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",1081,2561
2009,"ANC 7B","7B","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",1287,3215
2010,"ANC 7B","7B","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",1360,3804
2011,"ANC 7B","7B","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",1535,4576
2012,"ANC 7B","7B","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",1639,5073
2013,"ANC 7B","7B","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",1690,5410
2014,"ANC 7B","7B","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",1731,5215
2015,"ANC 7B","7B","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",1613,5102
2000,"ANC 7C","7C","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",2587,4347
2001,"ANC 7C","7C","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",2570,4170
2002,"ANC 7C","7C","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",2667,4206
2003,"ANC 7C","7C","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",2650,4412
2004,"ANC 7C","7C","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",2617,4502
2005,"ANC 7C","7C","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",2786,4909
2006,"ANC 7C","7C","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",2769,5076
2007,"ANC 7C","7C","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",2634,4925
2008,"ANC 7C","7C","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",2590,5040
2009,"ANC 7C","7C","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",2741,5692
2010,"ANC 7C","7C","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",2756,6091
2011,"ANC 7C","7C","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",2721,6604
2012,"ANC 7C","7C","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",2706,6886
2013,"ANC 7C","7C","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",2707,7147
2014,"ANC 7C","7C","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",2668,7053
2015,"ANC 7C","7C","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",2676,7186
2000,"ANC 7D","7D","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",2010,3648
2001,"ANC 7D","7D","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",1950,3359
2002,"ANC 7D","7D","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",2035,3506
2003,"ANC 7D","7D","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",2095,3716
2004,"ANC 7D","7D","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",2169,3942
2005,"ANC 7D","7D","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",2248,4250
2006,"ANC 7D","7D","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",2212,4401
2007,"ANC 7D","7D","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",2284,4322
2008,"ANC 7D","7D","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",2232,4474
2009,"ANC 7D","7D","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",2410,5062
2010,"ANC 7D","7D","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",2465,5590
2011,"ANC 7D","7D","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",2484,6158
2012,"ANC 7D","7D","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",2623,6434
2013,"ANC 7D","7D","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",2621,6682
2014,"ANC 7D","7D","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",2534,6555
2015,"ANC 7D","7D","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",2492,6742
2000,"ANC 7E","7E","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",1994,3272
2001,"ANC 7E","7E","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",2151,3343
2002,"ANC 7E","7E","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",2234,3518
2003,"ANC 7E","7E","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",2106,3683
2004,"ANC 7E","7E","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",2221,3830
2005,"ANC 7E","7E","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",2152,3922
2006,"ANC 7E","7E","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",2037,3890
2007,"ANC 7E","7E","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",1936,3858
2008,"ANC 7E","7E","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",1973,3998
2009,"ANC 7E","7E","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",2202,4815
2010,"ANC 7E","7E","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",2407,5820
2011,"ANC 7E","7E","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",2573,6633
2012,"ANC 7E","7E","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",2557,6991
2013,"ANC 7E","7E","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",2606,7465
2014,"ANC 7E","7E","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",2579,7148
2015,"ANC 7E","7E","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",2465,7026
2000,"ANC 7F","7F","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",2141,3227
2001,"ANC 7F","7F","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",2266,3284
2002,"ANC 7F","7F","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",2324,3302
2003,"ANC 7F","7F","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",2160,3491
2004,"ANC 7F","7F","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",2254,3782
2005,"ANC 7F","7F","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",2313,4010
2006,"ANC 7F","7F","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",2328,4286
2007,"ANC 7F","7F","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",2200,4178
2008,"ANC 7F","7F","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",2198,4359
2009,"ANC 7F","7F","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",2393,5108
2010,"ANC 7F","7F","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",2357,5530
2011,"ANC 7F","7F","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",2467,6218
2012,"ANC 7F","7F","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",2542,6634
2013,"ANC 7F","7F","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",2714,7069
2014,"ANC 7F","7F","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",2602,6792
2015,"ANC 7F","7F","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",2543,6711
2000,"ANC 8A","8A","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",2405,3724
2001,"ANC 8A","8A","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",2355,3496
2002,"ANC 8A","8A","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",2495,3818
2003,"ANC 8A","8A","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",2762,4422
2004,"ANC 8A","8A","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",2929,4644
2005,"ANC 8A","8A","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",2931,4945
2006,"ANC 8A","8A","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",2758,4926
2007,"ANC 8A","8A","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",2594,4923
2008,"ANC 8A","8A","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",2662,5323
2009,"ANC 8A","8A","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",2838,6072
2010,"ANC 8A","8A","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",2827,6764
2011,"ANC 8A","8A","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",2902,7547
2012,"ANC 8A","8A","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",3110,8127
2013,"ANC 8A","8A","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",3169,8456
2014,"ANC 8A","8A","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",3251,8315
2015,"ANC 8A","8A","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",3146,8502
2000,"ANC 8B","8B","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",3602,5377
2001,"ANC 8B","8B","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",3725,5089
2002,"ANC 8B","8B","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",3816,5285
