"timeframe","Geo2010","geo2010_nf","start_date","end_date","PctPoorPersons","PctPoorChildren","PctPoorElderly","AvgFamilyIncAdj","PctPoorPersons_m","PctPoorChildren_m","PctPoorElderly_m","AvgFamilyIncAdj_m","PctChgAvgFamilyIncAdj","Tanf_client","Fs_client","ucounty"
"2000 to 2012-16","MD Tract 033 8017.07",24033801707,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-11,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8017.08",24033801708,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-4.3,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8018.01",24033801801,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-13,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8018.02",24033801802,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-3.4,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8018.04",24033801804,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-14,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8018.05",24033801805,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-19,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8018.07",24033801807,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-0.1,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8018.08",24033801808,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-12,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8019.01",24033801901,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-21,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8019.04",24033801904,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-14,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8019.05",24033801905,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",0.7,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8019.06",24033801906,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-5.8,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8019.07",24033801907,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",30,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8019.08",24033801908,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-22,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8020.01",24033802001,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",29,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8020.02",24033802002,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-13,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8021.03",24033802103,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",12,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8021.04",24033802104,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-0.9,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8021.06",24033802106,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",13,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8021.07",24033802107,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",1.7,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8022.01",24033802201,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-1.3,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8022.03",24033802203,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",6.3,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8022.04",24033802204,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-6.2,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8023.01",24033802301,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-18,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8024.04",24033802404,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-4.0,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8024.05",24033802405,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",0.6,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8024.06",24033802406,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-0.3,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8024.07",24033802407,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-2.6,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8024.08",24033802408,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",5.3,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8025.01",24033802501,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-5.9,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8025.02",24033802502,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",19,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8026",24033802600,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-23,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8027",24033802700,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-23,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8028.03",24033802803,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",23,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8028.04",24033802804,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-3.2,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8028.05",24033802805,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-12,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8029.01",24033802901,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-7.5,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8030.01",24033803001,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",15,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8030.02",24033803002,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-2.0,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8031",24033803100,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",3.9,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8032",24033803200,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-7.2,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8033",24033803300,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",18,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8034.01",24033803401,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",17,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8034.02",24033803402,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-22,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8035.08",24033803508,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",23,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8035.09",24033803509,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-0.0,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8035.12",24033803512,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",17,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8035.13",24033803513,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-13,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8035.14",24033803514,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-8.9,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8035.16",24033803516,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",21,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8035.19",24033803519,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",45,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8035.20",24033803520,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-17,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8035.21",24033803521,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-10,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8035.22",24033803522,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-21,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8035.23",24033803523,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",6.0,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8035.24",24033803524,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",52,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8035.25",24033803525,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",9.9,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8035.26",24033803526,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",3.3,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8035.27",24033803527,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-8.1,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8036.01",24033803601,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-1.9,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8036.02",24033803602,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-0.1,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8036.05",24033803605,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-8.6,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8036.06",24033803606,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-11,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8036.07",24033803607,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-9.8,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8036.08",24033803608,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-14,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8036.10",24033803610,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-37,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8036.12",24033803612,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-14,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8036.13",24033803613,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-11,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8037",24033803700,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",7.8,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8038.01",24033803801,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-15,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8038.03",24033803803,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-15,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8039",24033803900,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",19,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8040.01",24033804001,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-14,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8040.02",24033804002,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-5.1,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8041.01",24033804101,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",16,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8041.02",24033804102,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",6.4,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8042",24033804200,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",17,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8043",24033804300,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",8.4,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8044",24033804400,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",5.8,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8046",24033804600,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",19,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8047",24033804700,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",23,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8048.01",24033804801,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-9.3,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8048.02",24033804802,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",4.2,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8049",24033804900,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",31,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8050",24033805000,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",15,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8051.01",24033805101,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",0.6,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8052.01",24033805201,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-7.7,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8052.02",24033805202,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-7.1,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8055",24033805500,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",14,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8056.01",24033805601,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-17,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8056.02",24033805602,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",16,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8057",24033805700,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-5.9,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8058.01",24033805801,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-8.5,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8058.02",24033805802,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-23,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8059.04",24033805904,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-13,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8059.06",24033805906,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-5.5,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8059.07",24033805907,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-14,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8059.08",24033805908,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-12,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8059.09",24033805909,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-3.7,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8060",24033806000,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-16,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8061",24033806100,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-2.6,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8062",24033806200,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",26,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8063",24033806300,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-11,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8064",24033806400,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",13,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8065.01",24033806501,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-11,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8066.01",24033806601,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-1.7,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8066.02",24033806602,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-13,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8067.06",24033806706,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-32,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8067.08",24033806708,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-0.8,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8067.10",24033806710,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-15,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8067.11",24033806711,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-18,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8067.12",24033806712,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",21,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8067.13",24033806713,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-8.3,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8067.14",24033806714,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-19,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8068",24033806800,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",4.5,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8069",24033806900,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-10,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8070",24033807000,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",19,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8071.02",24033807102,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",16,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8072",24033807200,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",53,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8073.01",24033807301,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-19,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8073.04",24033807304,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-6.6,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8073.05",24033807305,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-13,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8074.04",24033807404,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-11,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8074.05",24033807405,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-7.8,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8074.07",24033807407,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-6.2,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8074.08",24033807408,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",9.6,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8074.09",24033807409,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-10.0,"X","X","Prince George's"
"2000 to 2012-16","MD Tract 033 8074.10",24033807410,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-17,"X","X","Prince George's"
"2000 to 2012-16","VA Tract 013 1001",51013100100,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",33,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1002",51013100200,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",36,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1003",51013100300,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",6.5,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1004",51013100400,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",19,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1005",51013100500,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",43,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1006",51013100600,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",73,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1007",51013100700,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",54,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1008",51013100800,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",23,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1009",51013100900,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",30,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1010",51013101000,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",17,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1011",51013101100,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",23,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1012",51013101200,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",18,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1013",51013101300,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",47,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1014.01",51013101401,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-17,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1014.02",51013101402,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",19,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1014.03",51013101403,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",3.1,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1014.04",51013101404,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",2.1,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1015",51013101500,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",97,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1016.01",51013101601,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",21,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1016.02",51013101602,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-31,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1016.03",51013101603,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",3.6,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1017.01",51013101701,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",45,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1017.02",51013101702,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",45,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1017.03",51013101703,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",98,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1018.01",51013101801,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",83,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1018.02",51013101802,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",23,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1018.03",51013101803,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",89,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1019",51013101900,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",26,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1020.01",51013102001,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",29,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1020.02",51013102002,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",16,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1020.03",51013102003,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",53,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1021",51013102100,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",16,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1022",51013102200,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-8.1,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1023.01",51013102301,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",53,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1023.02",51013102302,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",7.7,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1024",51013102400,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",16,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1025",51013102500,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",23,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1026",51013102600,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",19,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1027.01",51013102701,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",4.7,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1027.02",51013102702,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",125,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1028.01",51013102801,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",4.5,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1028.02",51013102802,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",82,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1029.01",51013102901,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",34,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1029.02",51013102902,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",24,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1030",51013103000,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",19,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1031",51013103100,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",71,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1032",51013103200,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",29,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1033",51013103300,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",9.4,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1034.01",51013103401,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",44,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1034.02",51013103402,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",12,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1035.01",51013103501,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",35,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1035.02",51013103502,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",33,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1035.03",51013103503,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",51,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1036.01",51013103601,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",57,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1036.02",51013103602,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-45,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1037",51013103700,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",14,"X","X","Arlington"
"2000 to 2012-16","VA Tract 013 1038",51013103800,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",-12,"X","X","Arlington"
"2000 to 2012-16","VA Tract 043 101",51043010100,"01JAN2000","31DEC2016","X","X","X","X","X","X","X","X",12,"X","X","Clarke"
